config,source_article,logical_fallacies
edu,"""Aliens must exist because there is no evidence that they don't exist.""",intentional
edu,"“The best minds in physics have studied physics most of their lives, as it’s necessary to study physics extensively to become a top physicist.”",circular reasoning
edu,You visit a new country and the first person you meet in the airport is rude. You send a message to a friend back home that everyone in this new country is rude.,faulty generalization
edu,Politician Running for Public Office: You can all trust what I say. I have never lied in my life.,circular reasoning
edu,"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""",circular reasoning
edu,"When an advertiser tries to make a connection with the audience emotionally through sappy stories, music, sad puppies, etc...",appeal to emotion
edu,"“Are you going to do well in school, or are you going to succeed as a cadet?”",false dilemma
edu,"You let my sister pierce her ears when she was 11, so you should let me stay up until midnight.",fallacy of logic
edu,"I have served over 20 years in the military, and based on my professional opinion, I believe more money needs to be spent on protective armor and military vehicles.",fallacy of credibility
edu,You use support from someone who is a trustworthy expert.,fallacy of credibility
edu,"when evidence boils down to ""everybody's doing it, so it must be a good thing to do

""cuando la evidencia se reduce a ""todo el mundo lo está haciendo, por lo que debe ser algo bueno""",ad populum
edu,My way of responding to difficult patients is by far the most ethical because no other way is so ethical and it is the only way that is completely ethical.,circular reasoning
edu,"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.",faulty generalization
edu,A lion is a cat and cats are good pets so a lion must be a good pet.,faulty generalization
edu,"Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history.",circular reasoning
edu,You can tell that guy's Mexican - he's wearing a sombrero.,faulty generalization
edu,4 percent of Americans believe that lizard people control politics.,intentional
edu,Children who play violent video games act more violently than those who don’t.,false causality
edu,"""All my friends are doing a low carb diet. That must be the only way to lose weight."" Mentioned Murtaza",ad populum
edu,"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.Example #3:
Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.",faulty generalization
edu,"Cathy is opposed to social media because she would rather have a face-to-face conversation. However, more and more of Cathy's friends have joined social media sites, so Cathy feels like she needs to create an account as well.",ad populum
edu,Global warming doesn’t exist because the earth is not getting warmer,circular reasoning
edu,"""All eighteen-year-olds have the right to vote because it's legal for them to vote.""",circular reasoning
edu,I hated the movie because it was the worst movie I ever saw.,circular reasoning
edu,"“I know that what I experience is real because I can see, hear, smell, touch and taste everything.”",circular reasoning
edu,"If the argument is supposed to be about whether or not we, as the American public should wear masks, and you argue: ""Asking an infant to wear a mask is ridiculous!""",fallacy of extension
edu,"People have believed that fish is ""brain food"" for decades, so I don't believe the  FDA when they claim that eating fish does not enhance the intellect.",fallacy of credibility
edu,Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.,ad hominem
edu,"In the United States, one can vote for either Democrats or Republicans.",false dilemma
edu,"Marriage has traditionally been between a man and a woman; therefore, gay marriage should not be allowed.",fallacy of credibility
edu,"Employer: It says here on your resume that you are a hard worker, you pay attention to detail, and you don’t mind working long hours.
Andy: Yes sir.
Employer: I spoke to your previous employer.  He says that you constantly change things that should not be changed, you could care less about other people’s privacy, and you had the lowest score in customer relations.
Andy: Yes, that is all true, as well.
Employer: Great then.  Welcome to our social media team!
",intentional
edu,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein.",false causality
edu,Either you eat this meatloaf or you eat nothing.,false dilemma
edu,"First senator: The nation is in debt and we should not add to the defense budget.
Second senator: I cannot believe you want to leave the nation defenseless!",fallacy of extension
edu,That restaurant is popular because everyone in town goes there.,circular reasoning
edu,Tens of thousands of Americans have seen lights in the night sky which they could not identify. The existence of life on other planets is fast becoming certainty !,fallacy of logic
edu,"""It is what it is!""",circular reasoning
edu,"You didn’t even finish high school, how could you possible know about this?",ad hominem
edu,Everyone is doing the Low-Carb Diet.,ad populum
edu,"Person 1: “I am for raising the minimum wage in our state.” Person 2: “She is for raising the minimum wage, but she is not even smart enough to run a business.",ad hominem
edu,"Person 1: Bicycle infrastructure should be expanded because cycling is a sustainable mode of transportation.
Person 2: We should not build bike lanes because cyclists run red lights and endanger pedestrians.",fallacy of extension
edu,"My cat sleeps all day, so cats must be pretty lazy.",faulty generalization
edu,Which fallacy is used to promote something based on popularity?,ad populum
edu,When you have too little or unrepresentative data to make claim.,faulty generalization
edu,"If you were a true Catholic, you would never eat meat on Friday even if it was the only food available.",ad populum
edu,"""My best friend tweeted about the health benefits of pizza, and so we're going to out to eat two vegetable pizzas tonight.""",fallacy of credibility
edu,There's no point listening to you. Everybody knows you're just a little do-gooder.,ad hominem
edu,"I know you don't like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
edu,"Bruce is American, or he is not from New Jersey.
Bruce is not American, therefore, he is not from New Jersey.",fallacy of logic
edu,Justin's mom gets his phone bill and he has gone over the limit. He begins talking to her about how hard his math class is and how well he did on a test today.,fallacy of relevance
edu,"""If you do not submit your requirements today, you should drop your classes with Sir Lean.""",false dilemma
edu,Believing that taco bell is healthy for you because everyone else does.,ad populum
edu,"My minister says the Covid vaccine will cause genetic mutations. He has a college degree, and is a holy man, so he must be right.",fallacy of credibility
edu,"My roommate from Maine loves lobsters, therefore all people from Maine love lobsters.",faulty generalization
edu,We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.,fallacy of relevance
edu,"I know that our TV advertisements are more effective than radio. The numbers show that we hit twice the audience with TV, and our focus groups remember the TV commercial 38 percent more than the radio slot.",faulty generalization
edu,This is an example of what logic fallacy?,appeal to emotion
edu,"The medicine man rolled into town on his bandwagon offering various natural remedies, such as very special plain water. He said that it was only natural that people should be wary of 'artificial' medicines such as antibiotics.",fallacy of credibility
edu,Over 99 billion people served…,ad populum
edu,The witchcraft problem is the most urgent spiritual crisis in the world today. Why? Because witches threaten our very souls.,circular reasoning
edu,"“If we allow gay people to get married, then the next thing you know people will be wanting to marry their pets!”",faulty generalization
edu,"Don’t waste food, people in Marawi are suffering because of hunger.",appeal to emotion
edu,"If it barks, it is a dog.
It doesn’t bark.
Therefore, it’s not a dog.",fallacy of logic
edu,"I go to my front porch every morning and yell, “May no tigers enter this house!” and for 20 years, not a single tiger has entered my house. My tiger prevention strategy clearly works.",false causality
edu,"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised.",intentional
edu,"If you don’t say the Pledge of Allegiance, then you must be a traitor.",false dilemma
edu,"Person 1: You’re either for the war or against the troops.

Person 2: Actually, I do not want our troops sent into a dangerous war.",false dilemma
edu,"""Either you pass this test, or you fail it."" Laughed Sr Malak",false dilemma
edu,"If you don't go to camp, you won't have fun this summer, and your whole summer will be ruined!",faulty generalization
edu,Is your stupidity inborn?,intentional
edu,"The writer, speaker, or an ad supports a claim with restatements of the same claim. (The argument goes around and around in a circle)",circular reasoning
edu,Of course you don't like rap or hip-hop music! You wear the same clothes every day and have zero fashion sense.,ad hominem
edu,"It is said that we have a good understanding of our universe.  Therefore, we know exactly how it began and exactly when.",equivocation
edu,"Before he died, poet Allen Ginsberg argued in favor of legalizing pornography. But Ginsberg's arguments are nothing but trash. Ginsberg was a pot-smoking homosexual and a thoroughgoing advocate of the drug culture.",ad hominem
edu,(Ignoring the Question): when a rebuttal doesn't address the question ,fallacy of relevance
edu,"A: I don't want to visit McDonald's today.
B: So you're just against good food then?
The above is an example of:",fallacy of extension
edu,"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)",appeal to emotion
edu,Senator Ribbit is a liar. You shouldn't listen to him on anything.,ad hominem
edu,There's no way you know this - you're clearly too young to understand!,ad hominem
edu,Mrs. Sedik really knows math; she would be an excellent math instructor.,fallacy of logic
edu,"""I asked my five closest friends and they all agree that the new Underwater Basketweaving Team Coach is a jerk, therefore I'm not trying out for the team"" IS an example of THIS fallacy.",faulty generalization
edu,"Dr. X is an engineer, and he doesn’t believe in global warming.",fallacy of credibility
edu,Decriminalizing marijuana turns the U.S. into a stoner nation,faulty generalization
edu,"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language.",circular reasoning
edu,"People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!",fallacy of logic
edu,"Look, it doesn't matter whether or not you think America should build a wall on the border. The President thinks America should do it, so it's a good idea.",fallacy of credibility
edu,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day.",fallacy of relevance
edu,"Mother: It’s bedtime Jane Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?",fallacy of relevance
edu,"All Catholics are Christian.
All Christians are Jesus lovers.
Therefore, all Jesus lovers are Catholic.",fallacy of logic
edu,"""You can't believe that theory. No one would believe that. It's too unbelievable.""",fallacy of relevance
edu,"""The critical mission was horribly executed."" is an example of ...",appeal to emotion
edu,"All Paul Newman movies are great.
All great movies are Oscar winners.
Therefore, all Oscar winners are Paul Newman movies.",fallacy of logic
edu,"“The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.”
“Surely global meltdown is infinitely worse than a little inconvenience?”",fallacy of relevance
edu,"“President Kumail raised taxes, and then the rate of violent crime went up. Kumail is responsible for the rise in crime.”",false causality
edu,"My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!",faulty generalization
edu,Studies show that it takes up to seven years for the human body to digest a piece of gum.,fallacy of credibility
edu,"Parent: I really don’t want you to smoke pot. It’s still illegal, and could get you into trouble.
Child: Didn’t you smoke pot when you were my age? You must not think it’s a big deal.",ad hominem
edu,Two words: New Coke.,fallacy of credibility
edu,"You must obey the law, because it's illegal to break the law.",circular reasoning
edu,"""Four legs good, two legs bad""",ad populum
edu,"Gus is Christian or Gus is politically liberal.
Gus is a Christian.
Therefore, Gus is not politically liberal.",fallacy of logic
edu,If we get rid of assault weapons for citizens then we will also soon lose freedom of speech and all freedoms as other countries rush in to conquer us (if the zombies don’t exterminate us first!),faulty generalization
edu,"Supreme Court Justice Byron White was an All-American football player while in college, so how can you say that athletes are dumb?",faulty generalization
edu,"Jen: Don’t you realize that all this drinking you are doing is making your family miserable?
Bridget: Yes, I do.
Jen: Then what are you doing about it?
Bridget: Drinking to forget.
",false causality
edu,Aliens must exist because most people believe in them.,ad populum
edu,"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.",ad hominem
edu,"""If you don't get an A in Mr. K's class you will fail high school, never graduate, and end up fighting people for nickels under freeway as a career""",faulty generalization
edu,"I heard that the Catholic Church was involved in a sex scandal cover-up.  Therefore, my 102-year-old Catholic neighbor, who frequently attends Church, is guilty as well!",faulty generalization
edu,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?

Ken: But what is morality exactly?

Mike: It’s a code of conduct shared by cultures.

Ken: But who creates this code?...",fallacy of relevance
edu,"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views",ad hominem
edu,"Speaker 1: You should trust the Bible because it’s the Word of God.
Speaker 2: How do you know it’s the Word of God?
Speaker 1: Because God tells us it is.
Speaker 2: Where does God tell us this?
Speaker 1: Right here, in the Bible.",circular reasoning
edu,If you don't say the Pledge of Allegiance you are a traitor.,false dilemma
edu,"I have flipped heads five times in a row.  As a result, the next flip will probably be tails.",false causality
edu,blame opponent's policy for the country's problems,false causality
edu,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!",intentional
edu,A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.,fallacy of credibility
edu,A misrepresentation of an opponent’s position that makes it easier to argue against,fallacy of extension
edu,We as the Board can either choose to approve this initial public offering or we can suffer slow annihilation at the hands of our competitors.,false dilemma
edu,Plagiarism is deceitful because it is dishonest.,circular reasoning
edu,"Bert: How do eyes project an image to your brain?
Ernie: Think of it as a little guy in your brain watching the movie projected by your eyes.
Bert: Ok, but what is happening in the little guy in your head’s brain?
Ernie: Well, think of it as a little guy in his brain watching a movie...
",circular reasoning
edu,or group in order to discredit an idea with which the person or group is associated; distracts the reader from the real issue,ad hominem
edu,"Allowing overnight guests in the dorm rooms will lead to nothing but trouble: promiscuity, teen pregnancy, and eventually, a bunch of unwed mothers on campus, trying to complete their degrees while raising a child.",faulty generalization
edu,"I don’t care what scientists say, my mother always told me that the world is flat, and she would never lie to me!",fallacy of credibility
edu,"You should eat more green leafy vegetables, because Ms. Lord says so, and she is an expert on grammar and vocabulary.",fallacy of credibility
edu,Paranormal activity is real because I've seen a ghost.,circular reasoning
edu,"My mother always told me that if I went outside right after bathing, during winter, I would catch pneumonia.",faulty generalization
edu,"occurs when your opponent over-simplifies or misrepresents your argument (i.e., setting up a ""straw man"") to make it easier to attack or refute",fallacy of extension
edu,We cannot support immigrants because we have too many homeless and poor Americans.,false dilemma
edu,"Consider the following exchange:
Omar: I think capital punishment is a necessary component of our justice system and should remain legal.
Kayla: So you are saying that murder should be legal and it is okay for us to go around killing people just because we think they deserve it? That isn't right.
Of what fallacy is Kayla guilty?",fallacy of extension
edu,"Sometimes flu vaccines don’t work, therefore vaccines are useless.",faulty generalization
edu,"Timmy: Mom, what if I don’t believe in God?
Mom: Then you burn in Hell forever.  Why do you ask?
Timmy: No reason.
",appeal to emotion
edu,"""People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!""",fallacy of logic
edu,"Sugar is an essential component of the body...a key material in all sorts of metabolic processes,' neglecting the fact that it is glucose (blood sugar) not ordinary table sugar (sucrose) that is the vital nourishment.",equivocation
edu,"Angus declares that Scotsmen do not put sugar on their porridge, to which Lachlan points out that he is a Scotsman and puts sugar on his porridge. Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge.",intentional
edu,Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.,ad hominem
edu,"""Andrea Starkk has written several books arguing that the media harms women when it comes to body image. But Starkk is an ugly, bitter person, so you shouldn't listen to her.""",ad hominem
edu,"""A baseball pitcher bought new socks before he pitched a winning game. The new socks caused a pitcher to throw faster! He will wear the new socks for EVERY game now.""

This is an example of...",false causality
edu,"""That politician wants you to think he loves America. His last rally had 20 American flags flying behind him"" IS an example of this fallacy.",ad populum
edu,This fallacy is a distraction from the argument typically with some sentiment that seems to be relevant but isn’t really on-topic.,fallacy of relevance
edu,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",appeal to emotion
edu,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “,false causality
edu,A commercial about abandoned animals needing shelter or a forever home. They ask for a small donation to help these struggling animals.,appeal to emotion
edu,"Melvin: Boss, why do I have to work weekends when nobody else in the company does?
Boss: Am I sensing insubordination?  I can find another employee very quickly, thanks to Craigslist, you know.
",appeal to emotion
edu,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
",ad hominem
edu,President Reagan was a great communicator because he had the knack of talking effectively to the people.,circular reasoning
edu,"Ms. Long has suggested that our schools let students take statistics instead of algebra to graduate. Frankly, it is puzzling to me that she thinks algebra is a useless subject.",fallacy of extension
edu,Naima is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Naima concludes that the cat's scratch must be the cause of her illness.,false causality
edu,"Speaker 1: I think it’s terrible that a game hunter killed Cecil the lion.
Speaker 2: What about all the babies that are killed every day by abortion?",fallacy of relevance
edu,"Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side.",ad hominem
edu,"Because you found something difficult to understand, or are unaware of how it works, you made out like it is probably not true.",intentional
edu,"Pastor Pete: People are turning to God everywhere!  9 out of 10 people I interviewed said that they had a personal relationship with Jesus Christ.
Fred: Where did you find these people you interviewed?
Pastor Pete: In my church.",faulty generalization
edu,"When someone says, ""Either schools need to fully open immediately and no students should wear masks or all teachers are Communists!""",false dilemma
edu,"Farmer McDonald: Ever since they put up that new power plant across the river, we haven't had a bit of rain. I'm tellin' you, mankind has got too big for its britches when it fiddles around with nature.",false causality
edu,"My doctor is overweight, so I don't believe anything he tells me about improving my health.",ad hominem
edu,"Even without watching the movie, I just know that it would not be as good as the book.",faulty generalization
edu,Bob Jones is a monster who likes to separate immigrant families in detention centers. How could you vote for someone like that??,fallacy of extension
edu,"""People who don't support the proposed state minimum wage increase hate the poor.""",fallacy of extension
edu,You can't believe Bob's idea. He's a socialist.,ad hominem
edu,You are either a leader or a follower.,false dilemma
edu,"Joseph can’t be class president, he’s poor!”",ad hominem
edu,My opponent argues that we should abolish the soda tax. It's a shame that he wants to encourage people to eat and drink unhealthily. I say we keep it.,fallacy of extension
edu,"""Because I forgot to leave my porch light on, someone robbed my house.""",false causality
edu,Some people say that the coronavirus is dangerous. Others say that it is not dangerous. That must mean that some coronavirus vaccinations are fine while others are not.,fallacy of relevance
edu,Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.,false causality
edu,This happens when you assume that something is acceptable just because it is very common.,ad populum
edu,"If I don’t take this A.P. class, then I won’t do well on the exam. If I don’t do well on the A.P. exam, then I can’t get into a good college. If I can’t get into a good college, then I’ll never get a good job. If I can’t get a good job, then I’m going to have to live in my parents’ basement forever. Guess I’ll sign up for the A.P. class.",faulty generalization
edu,"You got a cold two nights ago but last night you stayed up really late and now you are no longer sick, so it must be because you stayed up really late last night. What fallacy is being committed?",false causality
edu,"That type of car is poorly made; a friend of mine has one, and it continually gives him trouble.",faulty generalization
edu,"Autumn is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise the library will be forced to close.""

Of what fallacy is this an example?",false dilemma
edu,"If we don’t bail out the big automakers, the US economy will collapse.  Therefore, we need to bail out the automakers.",appeal to emotion
edu,Verizon advertising the newest Samsung Galaxy phone that they claim everyone else who has bought it loves the new product.,ad populum
edu,I think that businesses should not have to limit the amount of pollutants they  release into the atmosphere because Rush Limbaugh says that there is no real  evidence for industrial pollutants causing the Greenhouse Effect.,fallacy of credibility
edu,I don’t see what’s wrong with engaging the services of a professional escort.,appeal to emotion
edu,"""Dra. Vicky Belo said that all kind of cars need fuel to start.""

What fallacy is being committed in the sentence above?",fallacy of credibility
edu,We surveyed all the customers in the store and they all agreed that staying open 24 hours would be a great idea. We need to put together a 24-hour schedule as soon as possible.,ad populum
edu,John agrees with me that drinking energy drinks are bad for you. ,fallacy of credibility
edu,"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
edu,"Dicky: So how do you think life began?
Ralphie: Simple.  Aliens from another planet seeded this planet with life billions of years ago.
Dicky: OK, but how did that alien life form begin?
Ralphie: Simple.  Aliens from another planet seeded that planet with life.
",circular reasoning
edu,"Thanks to her enduring popularity with employees, Annie Smith is the best-liked CEO in our company's history.",ad hominem
edu,"Justin Beiber wears Ray Bans, so you should buy a pair to wear in the sun.",ad populum
edu,God exists because the Bible says so. The Bible is a reliable source because it is the  word of God.,circular reasoning
edu,"Ralph Nader and Pat Buchanan are banging at the doors, and the political establishment, consisting of both politicians and the media, seems determined not to let them in on the grounds that they have no public support.",circular reasoning
edu,marijuana shouldn’t be legalized because it wasn’t socially acceptable.,circular reasoning
edu,the following is an example of...,faulty generalization
edu,"While I think most people shouldn't be allowed to falsely claim they need a support animal on airplanes, I really do need my dog to calm me down. It's not my fault my doctor won't give me authorization.",intentional
edu,"""Everyone uses Social Media to fundraise, therefore there's no problem with asking for money on social media sites as long as it's going to charity"" SHOWS evidence of what fallacy?",ad populum
edu,Cell phones stop students from concentrating in class because they are distracting.,circular reasoning
edu,"Person #1: We need to start high school later in the morning.
Person #2: Oh, so you think we should all just sleep in until noon and have school until it gets dark?",fallacy of extension
edu,"""You asked me why the unemployment rate has increased once more, but I'm going to tell you what has an even worse effect on morale in this country.""",fallacy of relevance
edu,People who read are smart.,faulty generalization
edu,"He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade.  Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously.",ad hominem
edu,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes.",circular reasoning
edu,"All Greek food causes illness;  when I traveled through Greece, I got food  poisoning.",faulty generalization
edu,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”",appeal to emotion
edu,"If everyone lived his or her life exactly like Jesus lived his life, the world would be a beautiful place!",appeal to emotion
edu,I called my friend and he didn't answer. He wasn't home or he was dead.,false dilemma
edu,"Senator A: ""We should spend less on our military budget and spend more on health and education.""
Senator B: ""So you want to leave the country defenseless?""",fallacy of extension
edu,My Aunt was in the hospital for 6 weeks because she didn't wear a seatbelt.,faulty generalization
edu,"""Trump won't release his tax returns and prove he's clean, therefore he must have something to hide.""",intentional
edu,"Jack: You should stop smoking - it's bad for you.
Jill: Look who's talking! You smoke three packs a day!",ad hominem
edu,"I. The Ganges river is flooded due to large sheets of ice coming down from the Himalayas.
II. Many people in the Himalayan ranges lost their houses under huge sheets of ice.",false causality
edu,If you don't have a recycling bin you hate the earth and don't care about pollution.,fallacy of extension
edu,"During the first week of July ice cream sales climbed, and during the second week murder rates climbed. Therefore, ice cream inspires murder.",false causality
edu,All engineers are introverts who would rather relate to computers than people. ,faulty generalization
edu,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?,faulty generalization
edu,"“If you really loved me, you would buy me everything I ever wanted!”",false dilemma
edu,"My professor, who has a Ph.D. in Astronomy, once told me that ghosts are real. Therefore, ghosts are real.",fallacy of credibility
edu,"""That's what abortion is - killing innocent humans for money. Abortionists are government licensed hit men.""",ad hominem
edu,"It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why, look at all the people trapped in jobs they don’t like.",fallacy of logic
edu,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.

Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.

Audrey: Get to bed, Freddie. And no more SYFY channel before bed!",intentional
edu,Beyond Meat burgers are healthy for us because they do not have any meat in them.,fallacy of credibility
edu,We should give the other applicant the job because he has a poor family and he needs to provide for them. It looks like he suffers a lot!,appeal to emotion
edu,"According to my brain, my brain is reliable.",circular reasoning
edu,"""Coronavirus originated in China, therefore all Chinese people are sick.""",fallacy of extension
edu,"Whilst rallying support for his plan to fundamentally undermine citizens' rights, the Supreme Leader told the people they were either on his side, or they were on the side of the enemy.",false dilemma
edu,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.
¡Nunca debes apostar! Una vez que empiece a jugar, le resultará difícil dejar de jugar. Pronto gastará todo su dinero en juegos de azar y, finalmente, recurrirá a la delincuencia solo para apoyar su adicción al juego.",faulty generalization
edu,"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged",appeal to emotion
edu,"I know you don't like the kitty-cat  sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
edu,"We're going to celebrate New Year's Eve this way because that's how we've always done it.
This is an example of ...",fallacy of credibility
edu,"A local politician plans to expand the municipality's cycle network and to add several new speed cameras in densely populated areas. Their opponent says, ""They want us all to give up driving forever. They're punishing the honest car owners and commuters that help pay these politicians' salaries.""",fallacy of extension
edu,"All judges are fair-minded individuals;  therefore, Judge Ito is fair in his decisions.",fallacy of logic
edu,This is why a woman shouldn’t do a man's job,ad hominem
edu,"If we allow Susan to leave early, soon we'll be giving everyone Friday afternoon off.",faulty generalization
edu,"""I want my daughter to go to a state university so she can avoid too much debt.""
""Why do you think state schools are better than private schools? Harvard and Princeton are private."" What is this?",fallacy of extension
edu,"Almost all of the students I talked to said that they don't like the senator. I'm sure he'll lose the election on Tuesday.
Which logical fallacy is represented here?",faulty generalization
edu,Children should not listen to rap music. Everyone knows that.,ad populum
edu,"If you vote for her, the government as we know it will fall apart.",faulty generalization
edu,Arguing based on whether something is popular,ad populum
edu,"only man is rational
no women is man
Therefore, no women is rational",equivocation
edu,"I had a real bad headache, then saw my doctor.  Just by talking with him, my headache started to subside, and I was all better the next day.  It was well worth the $200 visit fee.",false causality
edu,"What type of propaganda uses negative words or feelings against an idea, product or person?",ad hominem
edu,"Board Member: “If this company is going to maximize its profits in the coming year, we need to fully exploit all of our available resources.”
Human Resources Director: “Not so fast. Our employees are one of our most valued resources, and we have a strict policy against exploiting our workers.”",equivocation
edu,"Our colleague, Doctor Χ, is too young and inexperienced; we could do without his advice.",ad hominem
edu,I guess I should buy my 12-year-old daughter an iPhone.  Everyone at her new school has one and I want her to fit in with the other kids.,ad populum
edu,Our soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!,false causality
edu,People like to walk on the beach. Beaches have sand. We should put sand on the floor in our living room.,fallacy of logic
edu,"You can't give me a C! I'm an A student, a C is just wrong!",circular reasoning
edu,Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that if this many friends are eating this way that this must be the healthy way to eat so she joins them. This is an example of which logical fallacy?,ad populum
edu,"Congressman Darell Issa calls White House Spokesperson Jay Carney a ""paid liar.""",ad hominem
edu,"If I have cable, then I have seen a naked lady.
I don’t have cable.
Therefore, I have never seen a naked lady.",fallacy of logic
edu,If the country is ever going to be safe from terrorists we have to close the borders.,false causality
edu,"In the debate at Harvard, one of the Harvard team’s debaters rebutted Samantha Booke’s argument that Henry David Thoreau, a Harvard graduate, proposed civil disobedience as a means to protest unjust laws. The Harvard debater rebutted her by saying, “Thoreau could never know that Adolph Hitler would agree with him.” A BETTER rebuttal would have been to…",fallacy of credibility
edu,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.",ad populum
edu,"If you write to Mrs. Roth and tell her: ""Mrs Roth, I know I haven't done any of the assignments, but I need a C anyway because I'm asking nicely and I'm good person, and I'm going to get in trouble if you don't.""",appeal to emotion
edu,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
Bob: You couldn't be more wrong; the music industry is doing just fine.  I can't believe you think the government should be allowed to regulate what I share with my ""friends.""  No one wants a world where I can't loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension
edu,People either like coffee or hate it.,false dilemma
edu,“The economy has improved greatly because of the new president.”,false causality
edu,"Michael is part of the Jackson Five.  Without Tito and company, he will never make it.",faulty generalization
edu,"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?",appeal to emotion
edu,"""The research I found on cell phone use in the classroom suggests that students can be distracted when they have access to texting. This leads me to believe that all high school students should not be allowed to have their phones on them at school anytime.",fallacy of logic
